time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
2.0 	 0.04999999999999993 	 99.65666666666667 	 99.01 	 9.318733223399459 	 9.307876592793152
2.05 	 0.050000000000000044 	 98.19533333333334 	 97.50866666666667 	 9.761412716519173 	 9.733546367531666
2.1 	 0.050000000000000044 	 96.26866666666666 	 95.666 	 9.996890427639098 	 9.962451706281941
2.15 	 0.050000000000000044 	 94.54066666666667 	 93.90866666666666 	 9.794233655007874 	 9.73134068643964
2.2 	 0.050000000000000044 	 92.21666666666667 	 91.60933333333334 	 9.682925981104862 	 9.637464027890786
2.25 	 0.04999999999999982 	 90.77133333333333 	 90.17133333333334 	 9.485377073275592 	 9.427865341045601
2.3 	 0.050000000000000044 	 88.66466666666666 	 88.06866666666667 	 9.460737368490658 	 9.416153755942792
2.35 	 0.050000000000000044 	 87.21733333333333 	 86.58133333333333 	 9.271718622899545 	 9.181106590287591
2.4 	 0.050000000000000044 	 85.94266666666667 	 85.322 	 9.343413699261934 	 9.309188077736245
2.45 	 0.050000000000000044 	 83.98933333333333 	 83.40866666666666 	 9.17474175234498 	 9.154761505480206
2.5 	 0.04999999999999982 	 82.27866666666667 	 81.70133333333334 	 9.151739992421598 	 9.11248950007016
2.55 	 0.050000000000000044 	 81.194 	 80.61733333333333 	 8.826042752370206 	 8.822560071896492
2.6 	 0.050000000000000044 	 79.96666666666667 	 79.412 	 9.009266834148542 	 9.013226725207794
2.65 	 0.050000000000000044 	 78.41 	 77.84266666666667 	 8.858022728954056 	 8.829453336544807
2.7 	 0.050000000000000044 	 77.17333333333333 	 76.61466666666666 	 8.634617665086406 	 8.62087688244196
2.75 	 0.04999999999999982 	 75.64466666666667 	 75.12466666666667 	 8.938739931083997 	 8.91499438524158
2.8 	 0.050000000000000044 	 74.22133333333333 	 73.71733333333333 	 8.351228146539619 	 8.32186474829343
2.85 	 0.050000000000000044 	 73.63466666666666 	 73.09666666666666 	 8.445740438561652 	 8.40194355822244
2.9 	 0.050000000000000044 	 72.04133333333333 	 71.51066666666667 	 8.148187419433983 	 8.120953529125888
2.95 	 0.050000000000000044 	 71.22333333333333 	 70.74266666666666 	 8.345065741036569 	 8.32380799607701
3.0 	 0.04999999999999982 	 69.936 	 69.43533333333333 	 8.197310778541947 	 8.19189548001899
3.05 	 0.050000000000000044 	 68.90533333333333 	 68.40266666666666 	 8.402402725146871 	 8.38231429194163
3.1 	 0.050000000000000044 	 67.694 	 67.196 	 8.584037356240556 	 8.551427795013728
3.15 	 0.050000000000000044 	 66.83933333333333 	 66.36866666666667 	 8.357682267763526 	 8.33623125612261
3.2 	 0.050000000000000044 	 66.0 	 65.526 	 8.084635633925213 	 8.062587922001223
3.25 	 0.04999999999999982 	 64.56733333333334 	 64.08466666666666 	 7.89920668309307 	 7.880027382919145
3.3 	 0.050000000000000044 	 63.894666666666666 	 63.39333333333333 	 7.885571521597038 	 7.854762179015281
3.35 	 0.050000000000000044 	 63.050666666666665 	 62.57933333333333 	 7.825775758493354 	 7.8072427626887295
3.4 	 0.050000000000000044 	 62.002 	 61.559333333333335 	 7.759080443798307 	 7.7242354242273645
3.45 	 0.050000000000000044 	 61.733333333333334 	 61.278 	 7.808001593806758 	 7.767842858005475
