time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
0.022 	 0.001 	 327.16 	 324.4 	 19.7963228909 	 19.654007225
0.023 	 0.001 	 412.28 	 408.86 	 19.5683826618 	 18.9378034629
0.024 	 0.001 	 516.22 	 512.12 	 21.8671351576 	 21.4901279661
0.025 	 0.001 	 634.48 	 630.32 	 24.4067531638 	 24.1747306086
0.026 	 0.001 	 769.88 	 765.14 	 27.5656597962 	 27.3356982717
0.027 	 0.001 	 912.14 	 906.82 	 34.9731382635 	 34.407377116
0.028 	 0.001 	 1064.96 	 1058.72 	 36.72 	 36.8499877883
0.029 	 0.001 	 1218.52 	 1211.2 	 30.4073938377 	 30.7909077489
0.03 	 0.001 	 1370.38 	 1362.62 	 32.7920051232 	 32.8699802251
0.031 	 0.001 	 1504.22 	 1495.58 	 36.4737110807 	 35.9616962892
0.032 	 0.001 	 1646.18 	 1637.48 	 40.0593010423 	 39.3564429287
0.033 	 0.001 	 1779.12 	 1770.24 	 41.8141794132 	 41.5598652548
0.034 	 0.001 	 1882.34 	 1873.74 	 38.5178452149 	 37.6381774267
0.035 	 0.001 	 1994.8 	 1985.18 	 44.9791062606 	 43.9484652747
0.036 	 0.001 	 2068.24 	 2058.12 	 49.4204653964 	 49.4742923143
0.037 	 0.001 	 2151.16 	 2141.58 	 42.3600566572 	 42.3523741956
0.038 	 0.001 	 2227.72 	 2217.52 	 37.7370057106 	 37.217329297
0.039 	 0.001 	 2284.66 	 2274.96 	 46.0280827322 	 46.5682123342
0.04 	 0.001 	 2339.78 	 2329.04 	 49.5468626656 	 50.1202394248
0.041 	 0.001 	 2356.8 	 2346.54 	 43.8593205602 	 44.0060041358
0.042 	 0.001 	 2393.12 	 2383.04 	 52.2967073533 	 52.2876505496
0.043 	 0.001 	 2420.36 	 2409.56 	 39.9152903033 	 40.7794850384
0.044 	 0.001 	 2418.88 	 2407.64 	 46.0849823695 	 47.1914229495
0.045 	 0.001 	 2451.74 	 2441.7 	 47.0696547682 	 47.0507173165
0.046 	 0.001 	 2464.8 	 2455.54 	 52.0257628488 	 51.1594409665
0.047 	 0.001 	 2447.32 	 2437.66 	 55.1566641486 	 55.3745826169
0.048 	 0.001 	 2448.84 	 2438.78 	 44.5130812234 	 44.0600907852
0.049 	 0.001 	 2451.68 	 2441.96 	 49.4463102769 	 49.026507116
0.05 	 0.00075 	 2441.46 	 2432.26 	 50.0660403867 	 50.3292400102
0.0505 	 0.0005 	 2426.88 	 2417.68 	 48.8723398253 	 48.8702117859
0.051 	 0.0005 	 2423.28 	 2413.88 	 42.3934145829 	 42.9183597077
0.0515 	 0.0005 	 2444.22 	 2434.62 	 52.0777457269 	 51.6119714795
0.052 	 0.0005 	 2414.78 	 2405.92 	 40.848152957 	 41.1498918589
