time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
3.1 	 0.05 	 96.38 	 95.46 	 7.76888666412 	 7.94282065768
3.15 	 0.05 	 95.1 	 94.28 	 9.50631369144 	 9.70369001978
3.2 	 0.05 	 95.34 	 94.7 	 8.91203680423 	 8.66314030823
3.25 	 0.05 	 95.46 	 94.7 	 8.03793505821 	 8.31685036537
3.3 	 0.05 	 91.56 	 90.68 	 9.09320625522 	 8.91165528956
3.35 	 0.05 	 90.92 	 90.36 	 10.4553144381 	 10.2815563024
3.4 	 0.05 	 88.72 	 87.84 	 10.5755188998 	 10.5059221394
3.45 	 0.05 	 89.98 	 89.34 	 9.25092427815 	 9.15775081557
3.5 	 0.05 	 90.0 	 89.44 	 7.44580418759 	 7.50775598964
3.55 	 0.05 	 85.9 	 85.24 	 9.71853898485 	 9.69032507195
3.6 	 0.05 	 86.14 	 85.58 	 9.16517321167 	 9.08865226533
3.65 	 0.05 	 85.28 	 84.88 	 8.33796138154 	 8.28888412273
3.7 	 0.05 	 85.68 	 85.3 	 10.5989433436 	 10.6831643252
3.75 	 0.05 	 83.72 	 83.2 	 8.511263126 	 8.47584804017
3.8 	 0.05 	 85.0 	 84.32 	 9.68916921103 	 9.6071639936
3.85 	 0.05 	 84.58 	 84.0 	 9.44899994708 	 9.47417542586
3.9 	 0.05 	 81.0 	 80.46 	 7.65245058788 	 7.51055257621
3.95 	 0.05 	 78.88 	 78.4 	 9.36939699234 	 9.11701705603
4.0 	 0.075 	 80.68 	 80.22 	 8.00609767615 	 8.04310885168
4.1 	 0.1 	 77.1 	 76.6 	 9.9684502306 	 9.81631295345
4.2 	 0.1 	 76.68 	 76.04 	 11.2914835163 	 10.9397623375
4.3 	 0.1 	 75.62 	 75.1 	 9.6454963584 	 9.63794583923
4.4 	 0.1 	 73.86 	 73.34 	 6.90509956481 	 7.02170919364
4.5 	 0.1 	 70.98 	 70.32 	 9.36053417279 	 9.35187681698
4.6 	 0.1 	 68.84 	 68.26 	 8.29303322072 	 8.35897122857
4.7 	 0.1 	 70.06 	 69.38 	 8.18391104546 	 8.15816155761
4.8 	 0.1 	 69.08 	 68.48 	 7.81496001269 	 7.79548587325
4.9 	 0.1 	 67.14 	 66.6 	 9.08187205371 	 9.13016976841
5.0 	 0.1 	 68.04 	 67.5 	 7.16368620195 	 7.16728679488
5.1 	 0.1 	 65.78 	 65.34 	 7.50277282076 	 7.60160509366
5.2 	 0.1 	 64.3 	 63.94 	 9.84327181378 	 9.89628213017
5.3 	 0.1 	 63.58 	 63.0 	 6.77374342591 	 6.65131565933
5.4 	 0.1 	 62.64 	 62.22 	 9.14496582826 	 9.07588012261
