time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
0.05 	 0.0007500000000000007 	 2323.8633333333332 	 2315.9733333333334 	 48.11026905857926 	 48.20013093573733
0.0505 	 0.000499999999999997 	 2311.3966666666665 	 2303.42 	 45.72751894525756 	 45.721660803897606
0.051 	 0.000499999999999997 	 2293.2833333333333 	 2285.18 	 44.330460433230584 	 44.41877530954675
0.0515 	 0.0005000000000000004 	 2284.26 	 2276.116666666667 	 48.19590992328429 	 48.19608962930038
0.052 	 0.0005000000000000004 	 2272.2533333333336 	 2264.0266666666666 	 46.28198881734544 	 46.03584786760084
0.0525 	 0.0005000000000000004 	 2260.09 	 2252.16 	 49.17968991362186 	 49.179274767595615
0.053 	 0.0005000000000000004 	 2254.8166666666666 	 2246.9866666666667 	 46.92742327845794 	 46.69867759250672
0.0535 	 0.0005000000000000004 	 2248.5333333333333 	 2240.31 	 48.20880509708666 	 47.9344750675336
0.054 	 0.0005000000000000004 	 2241.77 	 2234.036666666667 	 49.104349094555765 	 49.11539462214356
0.0545 	 0.0005000000000000004 	 2239.483333333333 	 2231.85 	 47.56283271164109 	 47.575142318932336
0.055 	 0.0005000000000000004 	 2238.9533333333334 	 2230.9733333333334 	 44.14141466796107 	 43.94928086884801
0.0555 	 0.0005000000000000004 	 2233.82 	 2226.3766666666666 	 45.14739859615391 	 44.863215691947694
0.056 	 0.0005000000000000004 	 2228.0833333333335 	 2220.2833333333333 	 46.407934546679506 	 46.043780494462254
0.0565 	 0.0005000000000000004 	 2227.25 	 2219.5733333333333 	 46.65991320180525 	 46.75130610177882
0.057 	 0.0005000000000000004 	 2223.67 	 2216.08 	 47.22479327641361 	 46.88127131381998
0.0575 	 0.0005000000000000004 	 2206.85 	 2199.3433333333332 	 46.55871740787826 	 46.48934059425761
0.058 	 0.0005000000000000004 	 2197.17 	 2189.653333333333 	 46.17475248083813 	 46.03121935768762
0.0585 	 0.000499999999999997 	 2183.3333333333335 	 2176.153333333333 	 46.981367465080126 	 46.902343461944646
0.059 	 0.000499999999999997 	 2172.576666666667 	 2165.3633333333332 	 47.001533190122885 	 47.02876412957878
0.0595 	 0.0005000000000000004 	 2153.7966666666666 	 2146.616666666667 	 46.32488879881119 	 46.16112782658394
0.06 	 0.0007500000000000007 	 2139.05 	 2131.9366666666665 	 46.52641722720545 	 46.32507588289042
0.061 	 0.0010000000000000009 	 2121.1033333333335 	 2113.94 	 49.51955158206594 	 49.09585590115184
0.062 	 0.0010000000000000009 	 2099.346666666667 	 2092.1366666666668 	 47.60125862014809 	 47.40356514956326
0.063 	 0.0010000000000000009 	 2087.1266666666666 	 2079.866666666667 	 44.83106016542053 	 44.59471817254695
0.064 	 0.0010000000000000009 	 2079.93 	 2072.8566666666666 	 46.22825723155338 	 46.1364222231802
0.065 	 0.0010000000000000009 	 2075.95 	 2068.81 	 44.92550315058623 	 44.91822829691008
0.066 	 0.0010000000000000009 	 2073.4366666666665 	 2066.57 	 47.86452397711226 	 47.55759771056566
0.067 	 0.0010000000000000009 	 2074.8 	 2067.74 	 46.233465512908865 	 46.08520080604329
0.068 	 0.0010000000000000009 	 2073.1566666666668 	 2065.983333333333 	 46.21520805487687 	 45.926786543608976
0.069 	 0.0010000000000000009 	 2081.89 	 2074.6366666666668 	 45.14854630365559 	 44.86503451711837
