-5.00E-02
3.20E+01	4.00E+01	1.06E+46	9.99E+40	1.35E+41	6.09E+41	5.72E+36	7.71E+36			
4.00E+01	4.80E+01	4.68E+42	1.18E+38	3.98E+38	3.28E+38	8.25E+33	2.79E+34			
4.80E+01	5.80E+01	4.22E+38	1.67E+34	5.69E+34	3.57E+34	1.41E+30	4.81E+30			
5.80E+01	6.80E+01	2.48E+34	2.56E+30	1.91E+31	2.49E+30	2.57E+26	1.92E+27			
6.80E+01	8.00E+01	3.50E+29	3.84E+26	1.05E+27	4.13E+25	4.53E+22	1.24E+23			
8.00E+01	9.50E+01	4.86E+26	4.76E+26	1.41E+26	6.78E+22	6.64E+22	1.97E+22			
9.50E+01	1.15E+02	8.11E+26	8.07E+26	1.72E+26	1.36E+23	1.35E+23	2.88E+22			
1.15E+02	1.45E+02	1.54E+27	1.52E+27	3.19E+26	3.18E+23	3.15E+23	6.60E+22			
1.45E+02	1.85E+02	3.14E+27	3.10E+27	6.52E+26	8.23E+23	8.13E+23	1.71E+23			
1.85E+02	2.35E+02	6.46E+27	6.35E+27	1.34E+27	2.16E+24	2.12E+24	4.49E+23			
2.35E+02	3.00E+02	1.32E+28	1.29E+28	2.75E+27	5.63E+24	5.50E+24	1.17E+24			
										
-5.00E-03										
0.00E+00	1.00E+00	1.96E+54	1.14E+53	6.13E+49	3.14E+47	1.83E+46	9.82E+42			
1.00E+00	2.50E+00	1.43E+55	4.00E+52	1.50E+51	3.62E+49	1.01E+47	3.81E+45			
2.50E+00	4.50E+00	5.14E+55	1.72E+52	9.51E+50	2.76E+50	9.21E+46	5.11E+45			
4.50E+00	7.00E+00	7.68E+55	3.10E+51	3.14E+50	6.90E+50	2.78E+46	2.82E+45			
7.00E+00	1.00E+01	7.84E+55	4.58E+50	7.20E+49	1.05E+51	6.14E+45	9.65E+44			
1.00E+01	1.40E+01	3.42E+55	4.61E+49	1.05E+49	6.49E+50	8.74E+44	2.00E+44			
1.40E+01	1.90E+01	3.04E+54	2.29E+48	8.95E+47	7.94E+49	5.99E+43	2.34E+43			
1.90E+01	2.50E+01	2.31E+52	4.07E+46	2.88E+46	8.07E+47	1.42E+42	1.01E+42			
2.50E+01	3.20E+01	5.30E+49	2.31E+44	2.79E+44	2.40E+45	1.05E+40	1.26E+40			
3.20E+01	4.00E+01	3.94E+46	4.12E+41	8.53E+41	2.26E+42	2.36E+37	4.89E+37			
4.00E+01	4.80E+01	2.31E+43	8.03E+38	5.72E+39	1.62E+39	5.63E+34	4.02E+35			
