-5.000000000000000278e-02	7.931503609034188127e+50	1.227686920522322065e+47	1.249342458843171050e+46
-4.499999999999999833e-02	7.801333227795384063e+50	1.298114571918348413e+47	1.246144359065166736e+46
-4.000000000000000083e-02	7.994146317403486578e+50	1.378668025027918465e+47	1.254701832219550901e+46
-3.500000000000000333e-02	8.485237954327737916e+50	1.477235748497196195e+47	1.266474478205887246e+46
-2.999999999999999889e-02	9.360098828489734383e+50	1.608751118505996353e+47	1.278498650642709319e+46
-2.500000000000000139e-02	1.073995217369358761e+51	1.756217178359883851e+47	1.289264546139973200e+46
-2.000000000000000042e-02	1.288244077512214445e+51	1.893496983936119705e+47	1.297587597136846099e+46
-1.499999999999999944e-02	1.616512820691328635e+51	2.035535101921522137e+47	1.302567544880480032e+46
-1.000000000000000021e-02	2.089561833279471447e+51	2.212505731820805030e+47	1.302284997369271635e+46
-5.000000000000000104e-03	2.781942089857711066e+51	2.467123284223386972e+47	1.293344066586817727e+46
0.000000000000000000e+00	3.900089877006686433e+51	2.763735621943247042e+47	1.271583451254861522e+46
1.000000000000000021e-03	4.213316986004027965e+51	2.824453356586416897e+47	1.265665644354507276e+46
2.000000000000000042e-03	4.570472606506257188e+51	2.885892132685996715e+47	1.259517645658310994e+46
3.000000000000000062e-03	4.980129016370470084e+51	2.947888591834314796e+47	1.253534652616488636e+46
4.000000000000000083e-03	5.452269179101182495e+51	3.009918709996663191e+47	1.248694204769319427e+46
5.000000000000000104e-03	5.998225520229789139e+51	3.071436621510164466e+47	1.247648282678554847e+46
6.000000000000000125e-03	6.629040706225324594e+51	3.131164221942526892e+47	1.258207178828257131e+46
7.000000000000000146e-03	7.353021107820510609e+51	3.187919304626354882e+47	1.316132890443059152e+46
8.000000000000000167e-03	8.169503400061435351e+51	3.271871080424675204e+47	2.381758503164686623e+46
8.999999999999999320e-03	9.063192827953495485e+51	4.131156298104181609e+47	2.484187552630758935e+47
1.000000000000000021e-02	1.000952352356687218e+52	1.199579668732582411e+48	2.458338543184495787e+48
1.099999999999999936e-02	1.102776222705490976e+52	5.120411141365769857e+48	1.412627635284866277e+49
1.200000000000000025e-02	1.227976245274302976e+52	1.754679440991868555e+49	5.306802266591020871e+49
1.299999999999999940e-02	1.408282084220078650e+52	4.585131111223152488e+49	1.445431079580002450e+50
1.400000000000000029e-02	1.675150994521951988e+52	9.719019071619952630e+49	3.108576585181702172e+50
1.499999999999999944e-02	2.038236652387645217e+52	1.768835219695410886e+50	5.596466908639020861e+50
1.600000000000000033e-02	2.475656079046641787e+52	2.886714517297768875e+50	8.816576476382332984e+50
1.700000000000000122e-02	2.940747023400917311e+52	4.351566748913410185e+50	1.253724842473317374e+51
1.799999999999999864e-02	3.380719633122765735e+52	6.202041058163400849e+50	1.650592464988046969e+51
1.899999999999999953e-02	3.752560070532769240e+52	8.475270797180003388e+50	2.052299597310829793e+51
2.000000000000000042e-02	4.030754194074472203e+52	1.120758305567700484e+51	2.443418738558050822e+51
2.100000000000000130e-02	4.208749234095247847e+52	1.441512946772708958e+51	2.813457706225709727e+51
2.199999999999999872e-02	4.293566566103989652e+52	1.808502769871223606e+51	3.160484975077999922e+51
2.299999999999999961e-02	4.301113660652719081e+52	2.215946711526628481e+51	3.490181939679999544e+51
2.400000000000000050e-02	4.250198857028220360e+52	2.653663157043525984e+51	3.812701108699999606e+51
2.500000000000000139e-02	4.157967975264800720e+52	3.107806507155413487e+51	4.137784109200000704e+51
2.599999999999999881e-02	4.039110303363999095e+52	3.561619121386897851e+51	4.468817883100000389e+51
2.699999999999999969e-02	3.904688638034999007e+52	3.997804164069899572e+51	4.803534928400000086e+51
2.800000000000000058e-02	3.762089382992003765e+52	4.400751697104000312e+51	5.135457986899999923e+51
2.900000000000000147e-02	3.616590184420101590e+52	4.759630053416000741e+51	5.456409743799999383e+51
2.999999999999999889e-02	3.472045960192522920e+52	5.067379778473999607e+51	5.758220438599998441e+51
3.099999999999999978e-02	3.331580981293625063e+52	5.322115286254000144e+51	6.035344127700000519e+51
3.200000000000000067e-02	3.197875414872557762e+52	5.525134433905999612e+51	6.285790186199998911e+51
3.300000000000000155e-02	3.072749395853159296e+52	5.679823402919999264e+51	6.511292843499998732e+51
3.400000000000000244e-02	2.957158955955299897e+52	5.789133899017000151e+51	6.715178071399998240e+51
3.500000000000000333e-02	2.850798163219800276e+52	5.856993749625999122e+51	6.902177572000000982e+51
