time 	 delTime 		 mean eVee 	 	 stdev eVee 	 	 mean eVth 	 	 stdev eVth 	 	 CountGe 
 	  	 10 	 100 	 50 	 10 	 100 	 50 	 10 	 100 	 50 	 10 	 100 	 50 	 10 	 100 	 50 
0.29 	 0.0050000000000000044 	 841.45 	 815.69 	 795.98 	 28.346090265384632 	 27.83967013693469 	 27.151665387841927 	 841.74 	 817.99 	 799.4133333333333 	 28.422978966556855 	 27.754337198595348 	 27.294367347291434	840.8082179466775	814.8343007912754	828.8253926731342
0.295 	 0.0050000000000000044 	 823.7 	 798.2833333333333 	 778.52 	 30.35737142771093 	 29.913927451198305 	 29.498750256013672 	 823.91 	 800.54 	 782.0933333333334 	 30.443530785154778 	 29.862938011298667 	 29.616740011164108	823.3274752902635	797.8420184359359	811.5692432975433
0.3 	 0.0050000000000000044 	 806.3166666666667 	 780.52 	 761.5366666666666 	 26.852493159647 	 26.111228746779933 	 26.154578736597706 	 806.72 	 782.79 	 764.8033333333333 	 26.843030131985223 	 26.33741128762152 	 26.093638858712072	806.6616906330099	781.6439914670622	795.1186002703101
0.305 	 0.0050000000000000044 	 789.22 	 764.37 	 745.7366666666667 	 30.17910314549898 	 29.518577766100677 	 29.35769045563511 	 789.3233333333334 	 766.6533333333333 	 749.2266666666667 	 30.185406886256956 	 29.695563454645693 	 29.42541909453269	790.2769300256581	765.7182306943042	778.944944555836
0.31 	 0.0050000000000000044 	 774.4933333333333 	 750.4033333333333 	 732.0533333333333 	 27.707699692002983 	 27.243482197072794 	 26.542616466522077 	 774.84 	 752.47 	 735.42 	 27.82375004679755 	 27.24339247108064 	 26.593299908059546	774.9698535605905	750.8428159113096	763.8363604908166
0.315 	 0.0050000000000000044 	 757.8033333333333 	 734.0833333333334 	 716.0166666666667 	 28.484346383389052 	 27.66387034061254 	 27.73487075065531 	 757.9266666666666 	 736.3066666666666 	 719.4633333333334 	 28.645440979131198 	 27.709432008293174 	 27.78588350623788	760.5132154285849	736.7948542814748	749.5676559728694
0.32 	 0.0050000000000000044 	 747.3433333333334 	 723.7133333333334 	 705.7633333333333 	 28.403616944951843 	 27.96827647333473 	 27.864923988571885 	 747.7033333333334 	 725.9166666666666 	 709.01 	 28.325524217959714 	 28.135204321671846 	 27.88027797565871	746.6918981197022	723.3652255690428	735.9264709747541
0.325 	 0.0050000000000000044 	 733.4433333333334 	 710.9433333333334 	 693.3533333333334 	 28.599535932520926 	 28.57236640921123 	 28.181704861290577 	 733.8333333333334 	 712.9833333333333 	 696.74 	 28.464695482103597 	 28.54206934022518 	 28.263859137303477	733.4936358966827	710.5420924008312	722.900728455135
0.33 	 0.0050000000000000044 	 723.0166666666667 	 700.1233333333333 	 682.58 	 26.973500370219327 	 26.233466962810862 	 25.78171703617378 	 723.25 	 702.1266666666667 	 685.9533333333334 	 26.833949268293203 	 26.20478243035462 	 25.89731946660803	720.8633290463804	698.2704607862686	710.4354017261128
