9.999999999999999547e-08	1.000000000000000000e+00	2.591460999999999993e+54	7.905628000000000726e+53	9.462340000000000019e+53	4.149881000000000086e+47	1.265981000000000017e+47	1.515268000000000055e+47
1.000000000000000000e+00	2.500000000000000000e+00	1.269168000000000109e+55	6.032424999999999898e+54	7.045627999999999413e+54	3.213478000000000055e+49	1.527384000000000080e+49	1.783921999999999970e+49
2.500000000000000000e+00	4.500000000000000000e+00	5.221739999999999684e+55	2.299594000000000085e+55	2.051062000000000050e+55	2.804709000000000061e+50	1.235162000000000098e+50	1.101669999999999937e+50
4.500000000000000000e+00	7.000000000000000000e+00	1.263307999999999984e+56	6.156427999999999797e+55	3.618694000000000007e+55	1.135422999999999993e+51	5.533213000000000386e+50	3.252374000000000093e+50
7.000000000000000000e+00	1.000000000000000000e+01	2.025119999999999974e+56	1.171330999999999958e+56	4.788317999999999868e+55	2.713238999999999970e+51	1.569339000000000163e+51	6.415348999999999822e+50
1.000000000000000000e+01	1.400000000000000000e+01	2.298524000000000092e+56	1.621579999999999904e+56	5.340438999999999696e+55	4.355155000000000248e+51	3.072506000000000248e+51	1.011885999999999928e+51
1.400000000000000000e+01	1.900000000000000000e+01	1.804406000000000108e+56	1.564011000000000079e+56	4.942062000000000403e+55	4.712649999999999915e+51	4.084798999999999758e+51	1.290740999999999963e+51
1.900000000000000000e+01	2.500000000000000000e+01	1.002585000000000013e+56	1.039755000000000085e+56	3.734920000000000154e+55	3.499093999999999704e+51	3.628822000000000134e+51	1.303514000000000002e+51
2.500000000000000000e+01	3.200000000000000000e+01	4.335880000000000170e+55	5.094068999999999640e+55	2.333588999999999963e+55	1.963902000000000090e+51	2.307318000000000117e+51	1.056979999999999963e+51
3.200000000000000000e+01	4.000000000000000000e+01	1.703937000000000043e+55	2.104931000000000012e+55	1.268932999999999869e+55	9.762105000000000697e+50	1.205946000000000037e+51	7.269902999999999642e+50
4.000000000000000000e+01	4.800000000000000000e+01	7.372414999999999695e+54	9.110691000000000172e+54	6.749759999999999890e+54	5.173102000000000329e+50	6.392821999999999854e+50	4.736194999999999735e+50
4.800000000000000000e+01	5.800000000000000000e+01	3.006248999999999831e+54	3.706600999999999916e+54	3.311779000000000254e+54	2.540087999999999822e+50	3.131842000000000048e+50	2.798242999999999992e+50
5.800000000000000000e+01	6.800000000000000000e+01	1.364990999999999959e+54	1.656152000000000084e+54	1.699334000000000068e+54	1.372749999999999991e+50	1.665567999999999976e+50	1.708994999999999929e+50
6.800000000000000000e+01	8.000000000000000000e+01	5.926299999999999610e+53	7.066906000000000405e+53	8.353735000000000055e+53	6.999610999999999825e+49	8.346792000000000457e+49	9.866678000000000274e+49
8.000000000000000000e+01	9.500000000000000000e+01	2.432290999999999996e+53	2.820954999999999951e+53	3.851257000000000407e+53	3.395550000000000155e+49	3.938134999999999966e+49	5.376465999999999793e+49
9.500000000000000000e+01	1.150000000000000000e+02	9.078196999999999585e+52	1.013414000000000066e+53	1.626144000000000087e+53	1.519526000000000028e+49	1.696271000000000027e+49	2.721870000000000181e+49
1.150000000000000000e+02	1.450000000000000000e+02	2.856316999999999968e+52	3.013346000000000087e+52	5.870229000000000233e+52	5.906291000000000450e+48	6.230993999999999856e+48	1.213845000000000102e+49
1.450000000000000000e+02	1.850000000000000000e+02	8.474997999999999481e+51	8.254615999999999632e+51	2.031367999999999921e+52	2.222823999999999988e+48	2.165021999999999862e+48	5.327872000000000099e+48
1.850000000000000000e+02	2.350000000000000000e+02	2.450495999999999881e+51	2.161968000000000082e+51	6.997280000000000535e+51	8.182170999999999563e+47	7.218780999999999770e+47	2.336380999999999940e+48
2.350000000000000000e+02	3.000000000000000000e+02	6.478074999999999741e+50	5.024538000000000177e+50	2.300556999999999879e+51	2.754425000000000200e+47	2.136392999999999855e+47	9.781782000000000482e+47
