9.999999999999999547e-08	1.000000000000000000e+00	8.202309000000000147e+54	1.221245999999999932e+53	5.786924000000000264e+51	1.313490999999999938e+48	1.955662000000000013e+46	9.266988000000000002e+44
1.000000000000000000e+00	2.500000000000000000e+00	1.078730000000000031e+55	7.192227000000000284e+52	9.158249000000000268e+51	2.731296999999999936e+49	1.821040999999999900e+47	2.318829000000000021e+46
2.500000000000000000e+00	4.500000000000000000e+00	2.401331999999999978e+55	3.590715999999999756e+52	6.727456000000000081e+51	1.289767999999999994e+50	1.928594000000000150e+47	3.613353000000000165e+46
4.500000000000000000e+00	7.000000000000000000e+00	2.629790999999999823e+55	8.021435999999999952e+51	1.702377999999999981e+51	2.363535000000000056e+50	7.209297999999999535e+46	1.530019999999999895e+46
7.000000000000000000e+00	1.000000000000000000e+01	1.648789000000000036e+55	8.772598000000000587e+50	2.038205000000000181e+50	2.209033000000000011e+50	1.175346000000000074e+46	2.730770000000000117e+45
1.000000000000000000e+01	1.400000000000000000e+01	1.665234000000000071e+54	4.226405000000000236e+49	1.084532999999999968e+49	3.155221999999999957e+49	8.008031000000000774e+44	2.054931000000000066e+44
1.400000000000000000e+01	1.900000000000000000e+01	3.452255999999999908e+52	7.025526999999999739e+47	1.941798000000000150e+47	9.016416000000000433e+47	1.834890000000000089e+43	5.071485000000000187e+42
1.900000000000000000e+01	2.500000000000000000e+01	1.725297999999999978e+50	3.968129000000000185e+45	1.186908999999999967e+45	6.021416999999999693e+45	1.384904999999999913e+41	4.142395999999999966e+40
2.500000000000000000e+01	3.200000000000000000e+01	2.212073000000000143e+47	7.237581999999999641e+42	2.461023999999999869e+42	1.001904999999999974e+43	3.278087999999999988e+38	1.114660999999999917e+38
3.200000000000000000e+01	4.000000000000000000e+01	7.746022000000000443e+43	4.142257000000000293e+39	1.670519999999999950e+39	4.437809999999999703e+39	2.373159999999999905e+35	9.570652000000000016e+34
4.000000000000000000e+01	4.800000000000000000e+01	1.450251000000000074e+40	1.493309000000000018e+36	7.916619999999999527e+35	1.017617000000000032e+36	1.047830000000000020e+32	5.554962000000000157e+31
4.800000000000000000e+01	5.800000000000000000e+01	7.725026000000000022e+35	1.353880000000000057e+32	7.555554000000000000e+31	6.527153999999999988e+31	1.143942999999999948e+28	6.383960000000000051e+27
5.800000000000000000e+01	6.800000000000000000e+01	1.573115000000000107e+31	7.089646999999999601e+27	4.553044000000000246e+27	1.582033000000000023e+27	7.129837999999999615e+23	4.578854000000000254e+23
6.800000000000000000e+01	8.000000000000000000e+01	1.432883999999999994e+27	1.311696000000000134e+27	2.832925000000000092e+26	1.692392999999999899e+23	1.549257000000000109e+23	3.345995999999999921e+22
8.000000000000000000e+01	9.500000000000000000e+01	2.135946999999999999e+27	2.135969999999999969e+27	4.450377999999999779e+26	2.981843999999999953e+23	2.981875000000000001e+23	6.212856000000000052e+22
9.500000000000000000e+01	1.150000000000000000e+02	3.685965999999999774e+27	3.683750000000000114e+27	7.650241999999999924e+26	6.169637999999999583e+23	6.165928000000000577e+23	1.280512000000000000e+23
1.150000000000000000e+02	1.450000000000000000e+02	6.989725000000000189e+27	6.978051999999999520e+27	1.450558999999999987e+27	1.445333999999999973e+24	1.442921000000000134e+24	2.999466000000000060e+23
1.450000000000000000e+02	1.850000000000000000e+02	1.428409999999999973e+28	1.423590999999999909e+28	2.965585000000000123e+27	3.746436000000000142e+24	3.733794999999999888e+24	7.778139999999999397e+23
1.850000000000000000e+02	2.350000000000000000e+02	2.943863999999999984e+28	2.927427000000000008e+28	6.115253999999999452e+27	9.829516999999999428e+24	9.774635999999999510e+24	2.041873999999999916e+24
2.350000000000000000e+02	3.000000000000000000e+02	6.042025000000000070e+28	5.992922000000000174e+28	1.255628000000000069e+28	2.569020000000000197e+25	2.548140999999999957e+25	5.338826999999999659e+24
