time 	 delTime 		 mean eVee 	 	 stdev eVee 	 	 mean eVth 	 	 stdev eVth 	 	 mean eVt 	 	 stdev eVt 	 	 CountGe 
 	  	 10 	 100 	 50 	 10 	 100 	 50 	 10 	 100 	 50 	 10 	 100 	 50 	 10 	 100 	 50 	 10 	 100 	 50 	 10 	 100 	 50 
9.7 	 0.10000000000000053 	 37.41266666666667 	 32.44266666666667 	 35.175333333333334 	 6.131425029215386 	 5.672628393336629 	 5.920860710703771 	 37.797333333333334 	 35.828 	 36.89 	 6.161947166999153 	 5.963087790733925 	 6.07875261326971 	 38.02 	 37.787333333333336 	 37.906666666666666 	 6.166652252235406 	 6.157226612327627 	 6.162192971842265	37.75647723985031	35.61532459200431	36.762759876895885
9.8 	 0.10000000000000053 	 36.75 	 31.791333333333334 	 34.46666666666667 	 5.9820425720094415 	 5.5740881067868155 	 5.782233324782235 	 37.159333333333336 	 35.11 	 36.228 	 5.9873711166829215 	 5.824136559754302 	 5.930824788059976 	 37.35666666666667 	 37.15 	 37.25933333333333 	 6.006118176955525 	 5.982599769331055 	 5.998228590360843	37.2601278685974	35.139905037013996	36.27607772354351
9.9 	 0.09999999999999964 	 36.47266666666667 	 31.640666666666668 	 34.32666666666667 	 6.142956906535773 	 5.7048119649604185 	 5.943732459957762 	 36.836666666666666 	 34.928666666666665 	 35.97533333333333 	 6.157974955742802 	 5.995963494070176 	 6.087149707010298 	 37.038 	 36.82866666666666 	 36.943333333333335 	 6.171700684036235 	 6.158082349418707 	 6.1725296453093055	36.77377563853381	34.674105034395325	35.79921706974191
10.0 	 0.2999999999999998 	 36.071333333333335 	 31.305333333333333 	 33.909333333333336 	 5.895386180923369 	 5.397169463915527 	 5.645155405793144 	 36.436 	 34.51733333333333 	 35.56666666666667 	 5.9308715492188275 	 5.689320365581659 	 5.808518648406742 	 36.64533333333333 	 36.426 	 36.55 	 5.954455885208059 	 5.930080718955968 	 5.942235830616845	36.30055054647011	34.22094718045569	35.33526065294485
10.5 	 0.5 	 33.65533333333333 	 29.036666666666665 	 31.518 	 5.8260797187207185 	 5.361031202628423 	 5.579875386900082 	 34.00666666666667 	 32.111333333333334 	 33.153333333333336 	 5.869238072829859 	 5.6993805121453525 	 5.795327619921261 	 34.188 	 33.998 	 34.10666666666667 	 5.877923896524464 	 5.868389557621408 	 5.877580757042438	34.07036622695907	32.08574748406275	33.14887120219429
11.0 	 0.5 	 31.767333333333333 	 27.401333333333334 	 29.779333333333334 	 5.541708481045253 	 5.080708437041258 	 5.326910257258788 	 32.10666666666667 	 30.31 	 31.308 	 5.579064039384702 	 5.387074035751381 	 5.479519686979873 	 32.284 	 32.092 	 32.194 	 5.578471475234054 	 5.576695795899218 	 5.57796533991861	32.05004960627879	30.15290148223703	31.168955780455633
11.5 	 0.5 	 29.809333333333335 	 25.582 	 27.874666666666666 	 5.449493513672216 	 5.113310343277305 	 5.283460818651182 	 30.125333333333334 	 28.457333333333334 	 29.343333333333334 	 5.486980792951824 	 5.322171820684568 	 5.4021096702019005 	 30.297333333333334 	 30.118666666666666 	 30.216666666666665 	 5.516483743190847 	 5.488343850582088 	 5.503246516577485	30.20576857293932	28.389266738873978	29.361901079856366
12.0 	 0.5 	 28.359333333333332 	 24.378 	 26.547333333333334 	 5.397117708143446 	 5.023058430876551 	 5.180195577603438 	 28.689333333333334 	 27.086666666666666 	 27.962666666666667 	 5.406984947475092 	 5.261478457197707 	 5.374502106138659 	 28.848666666666666 	 28.686666666666667 	 28.772 	 5.424552044997715 	 5.407200960036739 	 5.41713479002815	28.47360228514069	26.733315293626166	27.664894458711625
12.5 	 0.5 	 26.420666666666666 	 22.634666666666668 	 24.724 	 5.323254601797246 	 4.860438754771928 	 5.140021789837082 	 26.702666666666666 	 25.226666666666667 	 26.004666666666665 	 5.338251232587525 	 5.183495174322267 	 5.287782606054157 	 26.875333333333334 	 26.692666666666668 	 26.798 	 5.342015058841456 	 5.339495565021933 	 5.339899749371081	26.8965994793816	25.226515361162456	26.120272052694016
13.0 	 0.5 	 25.166666666666668 	 21.538 	 23.544 	 4.951655166597215 	 4.600350276518808 	 4.8041715206682625 	 25.471333333333334 	 23.991333333333333 	 24.792666666666666 	 5.001984095225502 	 4.827206737740666 	 4.928320831908391 	 25.625333333333334 	 25.462 	 25.553333333333335 	 5.009553362215926 	 5.002588263422579 	 5.004580124468208	25.461101851043313	23.85635901992237	24.71490961953938
13.5 	 0.5 	 23.754666666666665 	 20.278666666666666 	 22.134 	 4.852471352024886 	 4.484604578134199 	 4.682596573127634 	 24.050666666666668 	 22.572666666666667 	 23.342666666666666 	 4.889045532844036 	 4.714168667137634 	 4.816351962037474 	 24.203333333333333 	 24.044 	 24.125333333333334 	 4.896324017963771 	 4.888700986288008 	 4.890019586418397	23.958571750543644	22.420358025372867	23.24306547155057
14.0 	 0.5 	 22.476 	 19.123333333333335 	 20.952666666666666 	 4.711131215890015 	 4.251288693508776 	 4.560821514693257 	 22.744 	 21.359333333333332 	 22.09 	 4.753924413927228 	 4.588777566580838 	 4.658816015541574 	 22.889333333333333 	 22.736 	 22.818 	 4.783417838974787 	 4.75306609814479 	 4.7760034896693	22.733945473991476	21.2500592541923	22.043492602624017
14.5 	 0.5 	 21.241333333333333 	 18.044666666666668 	 19.737333333333332 	 4.5233201178878435 	 4.205235414205593 	 4.376338601565875 	 21.512 	 20.157333333333334 	 20.89666666666667 	 4.542743957859244 	 4.40702993964063 	 4.4945139398555165 	 21.634 	 21.502666666666666 	 21.584 	 4.537258055992261 	 4.54451972771112 	 4.543303937297908	21.415551461960096	19.98998449852972	20.751991671314247
15.0 	 0.5 	 20.24 	 17.126666666666665 	 18.78933333333333 	 4.432877169514175 	 4.118246660358697 	 4.2813883521846305 	 20.494666666666667 	 19.19333333333333 	 19.905333333333335 	 4.443793974622236 	 4.327426743715279 	 4.374361464513675 	 20.624666666666666 	 20.488 	 20.558 	 4.471814496251929 	 4.440028828735237 	 4.4528608032739285	20.258481799462366	18.89003869577628	19.621271927280723
15.5 	 0.5 	 19.109333333333332 	 16.063333333333333 	 17.658666666666665 	 4.330517238801336 	 3.943516479263428 	 4.15702115569417 	 19.380666666666666 	 18.044666666666668 	 18.77 	 4.352136588951327 	 4.21046373798527 	 4.310734662831074 	 19.52 	 19.374666666666666 	 19.456666666666667 	 4.373282520030006 	 4.351508346411493 	 4.3657899883322635	19.492898268715425	18.150897961325583	18.867834903422875
16.0 	 0.5 	 18.17 	 15.294666666666666 	 16.848666666666666 	 4.348919406013406 	 3.9941421551511604 	 4.201638357699159 	 18.419333333333334 	 17.224 	 17.862666666666666 	 4.400851382276944 	 4.2252207831859705 	 4.3201627541358 	 18.56 	 18.413333333333334 	 18.487333333333332 	 4.41509531795936 	 4.4028576578803404 	 4.408987739707255	18.4781535831225	17.181994415975485	17.874214200435876
16.5 	 0.5 	 17.504 	 14.625333333333334 	 16.15 	 4.224135098849626 	 3.7568991942232834 	 4.014909712558926 	 17.743333333333332 	 16.528666666666666 	 17.202666666666666 	 4.237151821159534 	 4.068231993821831 	 4.164643989053032 	 17.87 	 17.735333333333333 	 17.813333333333333 	 4.264555467259552 	 4.23335385821796 	 4.24654630912646	17.512604132041428	16.266406143949272	16.931710602338416
17.0 	 0.5 	 16.699333333333332 	 14.023333333333333 	 15.421333333333333 	 3.915558651783364 	 3.6124030167681394 	 3.7792166148849184 	 16.906666666666666 	 15.791333333333334 	 16.386 	 3.9477363415281697 	 3.819920359844634 	 3.8818815025706286 	 17.022 	 16.900666666666666 	 16.969333333333335 	 3.9559469157206846 	 3.9446334289625553 	 3.9514207852647405	16.93644870620425	15.721032952977724	16.369739367905698
17.5 	 0.5 	 16.059333333333335 	 13.438 	 14.806 	 3.9417186888744635 	 3.6395268923309247 	 3.806883764971029 	 16.291333333333334 	 15.163333333333334 	 15.773333333333333 	 3.9715393601082303 	 3.850453075793664 	 3.9304735366393477 	 16.394 	 16.287333333333333 	 16.346 	 3.993173007354761 	 3.9726699110575776 	 3.982580905225488	16.274541992101398	15.093905188509174	15.723852258604643
18.0 	 0.5 	 15.323333333333334 	 12.806666666666667 	 14.199333333333334 	 3.9772841096518223 	 3.6780369160131543 	 3.8333100868860353 	 15.528 	 14.532666666666668 	 15.056666666666667 	 4.019106368336126 	 3.8744805529974666 	 3.9436179102725233 	 15.653333333333334 	 15.524 	 15.597333333333333 	 4.031850967263327 	 4.018800484390004 	 4.019518157966477	15.575538238934433	14.4352318849365	15.043462613261186
