1.000250250250250264e-03 1.323648103309120194e-01
2.000750750750750553e-03 1.513406156901688226e-01
3.001251251251251494e-03 1.497736666010627826e-01
4.001751751751752434e-03 1.542649727767694823e-01
5.002252252252252507e-03 1.632047477744806852e-01
6.002752752752752580e-03 1.600476568705321290e-01
7.003253253253253520e-03 1.623415811707906720e-01
8.003753753753754460e-03 1.670697299476018305e-01
9.004254254254254533e-03 1.685987390685377285e-01
1.000475475475475461e-02 1.735849056603773199e-01
1.100525525525525641e-02 1.893184535671581514e-01
1.200575575575575649e-02 1.786720321931589694e-01
1.300625625625625656e-02 1.977178831398782588e-01
1.400675675675675663e-02 1.999600479424690214e-01
1.500725725725725844e-02 2.054194062562264556e-01
1.600775775775775678e-02 2.017268445839874857e-01
1.700825825825826032e-02 1.953836809070663705e-01
1.800875875875875692e-02 2.109594540345240965e-01
1.900925925925926047e-02 2.185483870967743769e-01
2.000975975975975707e-02 2.106096595407760397e-01
2.101026026026026061e-02 2.291624001638337127e-01
2.201076076076076415e-02 2.326277955271565112e-01
2.301126126126126076e-02 2.405345211581293441e-01
2.401176176176176430e-02 2.389187040349831648e-01
2.501226226226226090e-02 2.345727848101262225e-01
2.601276276276276445e-02 2.563487302539488866e-01
2.701326326326326105e-02 2.612121212121216729e-01
2.801376376376376459e-02 2.578554595443831587e-01
2.901426426426426813e-02 2.677508925029750131e-01
3.001476476476476474e-02 2.751730959446092584e-01
3.101526526526526481e-02 2.825695417250351227e-01
3.201576576576576488e-02 2.767432646592711265e-01
3.301626626626626843e-02 2.968655207280077590e-01
3.401676676676676503e-02 2.969276511397422880e-01
3.501726726726726857e-02 3.060821484992102270e-01
3.601776776776777211e-02 3.096709870388831831e-01
3.701826826826826872e-02 3.078735519340263238e-01
3.801876876876876532e-02 3.205561072492546515e-01
3.901926926926926886e-02 3.170492446537185316e-01
4.001976976976977241e-02 3.270825108566910444e-01
4.102027027027026901e-02 3.496932515337416447e-01
4.202077077077077255e-02 3.563882798485149550e-01
4.302127127127126915e-02 3.581560283687945656e-01
4.402177177177177270e-02 3.524980174464715788e-01
4.502227227227227624e-02 3.752733055058641298e-01
4.602277277277277284e-02 3.792202572347260769e-01
4.702327327327326945e-02 3.863099921321797581e-01
4.802377377377377299e-02 3.915151515151507056e-01
4.902427427427427653e-02 3.952107658816537139e-01
5.002477477477478007e-02 3.931252469379700187e-01
5.102527527527527668e-02 3.967939837720173557e-01
5.202577577577577328e-02 4.159220146222590841e-01
5.302627627627627682e-02 4.318846228805295340e-01
5.402677677677678036e-02 4.252644182797844508e-01
5.502727727727727697e-02 4.484932046484146895e-01
5.602777777777778051e-02 4.348518002784960146e-01
5.702827827827827711e-02 4.509566968781477669e-01
5.802877877877878066e-02 4.395582329317271331e-01
5.902927927927928420e-02 4.686746987951799781e-01
6.002977977977978080e-02 4.705310250923950832e-01
6.103028028028027741e-02 4.896731501904945105e-01
6.203078078078078095e-02 4.837032593481289666e-01
6.303128128128127061e-02 4.884214588961803827e-01
6.403178178178178803e-02 5.031018611166686583e-01
6.503228228228227770e-02 5.119825708061007674e-01
6.603278278278279512e-02 5.113500597371576362e-01
6.703328328328328478e-02 5.154185022026425145e-01
6.803378378378377445e-02 5.293062200956946128e-01
6.903428428428429187e-02 5.352705410821627652e-01
7.003478478478478153e-02 5.380771537077748690e-01
7.103528528528528507e-02 5.500811030008101454e-01
7.203578578578578862e-02 5.582968563469954404e-01
7.303628628628627828e-02 5.578593996840446323e-01
7.403678678678679570e-02 5.655589123867059698e-01
7.503728728728728536e-02 5.776051006176530223e-01
7.603778778778778891e-02 5.800117808757114801e-01
7.703828828828829245e-02 5.738268608414252014e-01
7.803878878878878211e-02 5.975851148060158380e-01
7.903928928928929953e-02 6.019723865877715241e-01
8.003978978978978920e-02 6.165191740412971910e-01
8.104029029029027886e-02 6.182070606902030363e-01
8.204079079079079628e-02 6.235597934048477953e-01
8.304129129129128595e-02 6.205581208592647613e-01
