1.138249677818630682e-03 3.331832644563156171e-02
1.452974980289803647e-03 4.251359746856206434e-02
1.854721626096998179e-03 5.424224878387871873e-02
2.367550960599312283e-03 6.919996005734983802e-02
3.022177275643402224e-03 8.827224806640610044e-02
3.857807344980379756e-03 1.125856451477145886e-01
4.924488590040151589e-03 1.435723559983145547e-01
6.286106512029300541e-03 1.830502986133786536e-01
8.024210912072601842e-03 2.348573532974325417e-01
1.024290005875816423e-02 3.150778280845635271e-01
1.307505532486166744e-02 4.025020517194452530e-01
1.669029969710746769e-02 5.146315782549827356e-01
2.130515680875047155e-02 6.542110750863460167e-01
2.719601893812080215e-02 8.311273740009421651e-01
3.471570065040997799e-02 9.916898594427020486e-01
4.431456951074441014e-02 1.243420395797759426e+00
5.656751942580791337e-02 1.575081031187227643e+00
7.220840209704210144e-02 1.992978751829066475e+00
9.217397874847052530e-02 2.517894552319031476e+00
1.176600244789453437e-01 3.195498885116176080e+00
1.501929454316382473e-01 4.044126408845308163e+00
1.917211980647486047e-01 5.167036377027467431e+00
2.447319857916553931e-01 5.819285218197290277e+00
3.124002221668757406e-01 7.247295200973878693e+00
3.987786822969544565e-01 9.021724482575150361e+00
5.090407309939386504e-01 1.000986344127137961e+01
6.497901651068836992e-01 1.175571815528538977e+01
8.294567270583672602e-01 1.365468002085880173e+01
1.058800977618997718e+00 1.672639749900306683e+01
1.351558765678753327e+00 2.016958003547874867e+01
1.725263893494822343e+00 2.446359040475641677e+01
2.202298248350374799e+00 2.617687550336438917e+01
2.811232294940323673e+00 1.888545444250999950e+01
3.588536213037984979e+00 2.225602910129339662e+01
4.580764163623969765e+00 2.513759812589433906e+01
5.847342503192257013e+00 2.644843420068952256e+01
7.464128937515288165e+00 2.333527954425234796e+01
9.527955779131703551e+00 1.785478810870106869e+01
1.216242941260194854e+01 1.673261632076640026e+01
1.552533330817008306e+01 1.438446331541526568e+01
1.981807796393282572e+01 1.107863240101996816e+01
2.529776375092927054e+01 8.149798145400875882e+00
3.229257912712492384e+01 5.802651055432628269e+00
4.122145644764023587e+01 4.132290767306297852e+00
5.261916259384221917e+01 2.535972972209392218e+00
6.716832714521189018e+01 1.545833609973565448e+00
8.574032632009576105e+01 8.349981565148645313e-01
1.094474712997308927e+02 3.856986390543804544e-01
1.397096265902341656e+02 1.366799377791024228e-01
1.783392483187563471e+02 3.222012071209628958e-02
