1.167222963951935946e-03 2.354048964218455645e-04
2.501668891855807816e-03 0.000000000000000000e+00
3.836114819759680120e-03 0.000000000000000000e+00
5.170560747663551990e-03 0.000000000000000000e+00
6.505006675567423860e-03 0.000000000000000000e+00
7.839452603471295730e-03 1.504890895410082770e-04
9.173898531375167600e-03 4.432624113475177739e-04
1.050834445927903947e-02 6.125574272588054942e-04
1.184279038718291134e-02 2.989089822149155942e-04
1.317723631508678321e-02 1.509206157561122485e-04
1.451168224299065508e-02 8.845643520566121715e-04
1.584612817089452869e-02 1.517450682852806466e-04
1.718057409879839709e-02 1.507840772014475226e-03
1.851502002670227243e-02 1.041511679809551706e-03
1.984946595460614083e-02 7.571168988491821031e-04
2.118391188251001617e-02 2.031884964051266194e-03
2.251835781041388457e-02 2.093614475848661408e-03
2.385280373831775991e-02 2.088617037147546401e-03
2.518724966622162831e-02 1.988679822548569329e-03
2.652169559412550365e-02 1.363429783366157735e-03
2.785614152202937205e-02 2.841333931508899235e-03
2.919058744993324739e-02 3.745879532514234667e-03
3.052503337783711579e-02 3.954885015380108643e-03
3.185947930574099113e-02 6.640106241699864770e-03
3.319392523364485953e-02 6.768687463213657329e-03
3.452837116154873487e-02 7.207726683004178625e-03
3.586281708945260327e-02 9.577970667464831556e-03
3.719726301735647861e-02 9.069283377936367130e-03
3.853170894526034701e-02 1.091239769627160017e-02
3.986615487316422235e-02 1.437089130102431334e-02
4.120060080106809075e-02 1.588756492514513396e-02
4.253504672897196609e-02 1.861861861861860423e-02
4.386949265687583449e-02 2.076386783873901409e-02
4.520393858477970983e-02 2.329722510758272525e-02
4.653838451268357823e-02 3.028912345112436122e-02
4.787283044058745357e-02 2.950819672131146931e-02
4.920727636849132197e-02 3.275529865125240137e-02
5.054172229639519731e-02 4.041622681345197199e-02
5.187616822429906571e-02 4.111445783132527954e-02
5.321061415220294105e-02 5.084998508798094230e-02
5.454506008010680945e-02 5.345580484866735427e-02
5.587950600801068479e-02 5.903896864928220856e-02
5.721395193591455319e-02 6.102303320370927597e-02
5.854839786381842853e-02 7.125091441111919277e-02
5.988284379172229693e-02 7.304400977995106903e-02
6.121728971962617227e-02 8.423129458187894603e-02
6.255173564753004067e-02 9.283461018476790727e-02
6.388618157543390907e-02 1.058788242351529352e-01
6.522062750333779135e-02 1.092374272496643428e-01
6.655507343124164588e-02 1.209605692262081256e-01
6.788951935914552815e-02 1.290653384119542224e-01
6.922396528704941043e-02 1.385074626865672176e-01
7.055841121495326496e-02 1.571819841752890579e-01
7.189285714285714723e-02 1.702678027997566179e-01
7.322730307076102951e-02 1.773835920177384562e-01
7.456174899866488404e-02 1.855517801743240547e-01
7.589619492656876631e-02 1.962919364331958683e-01
7.723064085447262084e-02 2.190546528803545279e-01
7.856508678237650312e-02 2.303672521410944363e-01
7.989953271028038539e-02 2.543378318255968829e-01
8.123397863818423992e-02 2.610417301248859623e-01
8.256842456608812220e-02 2.739928909952604741e-01
8.390287049399200447e-02 2.900334244910363068e-01
8.523731642189585900e-02 3.135593220338983578e-01
8.657176234979974128e-02 3.231107850330152687e-01
8.790620827770359580e-02 3.451353763760787174e-01
8.924065420560747808e-02 3.480090157776105642e-01
9.057510013351136036e-02 3.792946184250531871e-01
9.190954606141521488e-02 3.873517786561260223e-01
9.324399198931909716e-02 4.180597014925373500e-01
9.457843791722297944e-02 4.132256134051468521e-01
9.591288384512683396e-02 4.334982756035383744e-01
9.724732977303071624e-02 4.541144080758643398e-01
9.858177570093457076e-02 4.863075534155880675e-01
9.991622162883845304e-02 4.902311707680837571e-01
1.012506675567423353e-01 5.149771285229451934e-01
1.025851134846461898e-01 5.316018615823452365e-01
1.039195594125500721e-01 5.511482254697277483e-01
1.052540053404539544e-01 5.731633272616871722e-01
1.065884512683578089e-01 5.890533871691339129e-01
1.079228971962616912e-01 5.990264679038634910e-01
1.092573431241655457e-01 6.229725744618104244e-01
1.105917890520694280e-01 6.269305742989956798e-01
1.119262349799733103e-01 6.467065868263475181e-01
1.132606809078771648e-01 6.703664284628256809e-01
1.145951268357810471e-01 6.734509271822712861e-01
1.159295727636849294e-01 7.009204768371812833e-01
