time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
0.077 	 0.001 	 2627.88 	 2618.66 	 48.6833195253 	 48.3415390736
0.078 	 0.001 	 2645.16 	 2635.38 	 42.6400562851 	 42.6857774909
0.079 	 0.001 	 2623.88 	 2614.84 	 49.3131382088 	 49.8302558693
0.08 	 0.001 	 2635.46 	 2626.24 	 51.4288673801 	 50.8855814549
0.081 	 0.001 	 2632.78 	 2622.98 	 51.8008841623 	 51.582745177
0.082 	 0.001 	 2629.86 	 2620.28 	 60.9425992225 	 60.4536318181
0.083 	 0.001 	 2618.94 	 2610.18 	 44.4546555492 	 44.7350824298
0.084 	 0.001 	 2621.06 	 2612.0 	 55.1523018559 	 55.4133557908
0.085 	 0.001 	 2641.88 	 2631.94 	 47.0062293744 	 46.8211106233
0.086 	 0.001 	 2629.7 	 2620.16 	 53.6709418587 	 53.2651330609
0.087 	 0.001 	 2648.88 	 2639.4 	 51.6196241753 	 52.0180737821
0.088 	 0.001 	 2642.66 	 2633.38 	 60.4349600811 	 60.0429479623
0.089 	 0.001 	 2649.08 	 2639.12 	 50.1816061919 	 50.0018559656
0.09 	 0.001 	 2653.82 	 2644.1 	 45.1918975039 	 45.1146317729
0.091 	 0.001 	 2645.68 	 2635.42 	 50.4422204111 	 50.8905059908
0.092 	 0.001 	 2664.92 	 2655.66 	 52.450677784 	 52.3012848791
0.093 	 0.001 	 2659.46 	 2649.6 	 47.8636438228 	 47.8033471631
0.094 	 0.001 	 2670.5 	 2660.68 	 48.3926647334 	 48.7571287096
0.095 	 0.001 	 2681.72 	 2672.12 	 50.9022749983 	 51.1967342708
0.096 	 0.001 	 2685.36 	 2675.96 	 58.1325244592 	 58.3564769327
0.097 	 0.001 	 2684.3 	 2675.3 	 47.8356561573 	 47.5075783428
0.098 	 0.001 	 2692.7 	 2683.42 	 45.7918114951 	 46.5227213305
0.099 	 0.001 	 2713.92 	 2704.8 	 53.5144242238 	 54.1726868449
0.1 	 0.003 	 2731.5 	 2721.58 	 46.063977249 	 45.7134947253
0.105 	 0.005 	 2771.44 	 2761.86 	 47.074902018 	 46.8610755318
0.11 	 0.005 	 2803.8 	 2793.46 	 48.6357892914 	 48.8562012441
0.115 	 0.005 	 2877.58 	 2867.32 	 48.1390028979 	 47.2222151111
0.12 	 0.005 	 2913.22 	 2902.84 	 58.2814859111 	 58.3346757941
0.125 	 0.005 	 2994.8 	 2984.04 	 53.0037734506 	 52.9882854978
0.13 	 0.005 	 3031.98 	 3022.12 	 58.1623555231 	 58.6735511112
0.135 	 0.005 	 3089.6 	 3079.84 	 53.6946924751 	 53.6471285345
0.14 	 0.005 	 3112.14 	 3101.96 	 51.6201549785 	 51.3489863581
0.145 	 0.005 	 3077.64 	 3067.94 	 44.3724058397 	 45.0019599573
