time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
0.475 	 0.005 	 420.1 	 418.12 	 23.030631776 	 23.0057731885
0.48 	 0.005 	 403.74 	 401.82 	 20.9645510326 	 21.0757585866
0.485 	 0.005 	 401.8 	 400.1 	 21.6268351822 	 21.3712423598
0.49 	 0.005 	 394.58 	 392.82 	 17.9266170819 	 18.1974613614
0.495 	 0.005 	 381.88 	 380.2 	 20.9128094717 	 20.7692079772
0.5 	 0.0075 	 380.8 	 378.8 	 22.582293949 	 22.5610283454
0.51 	 0.01 	 367.78 	 365.92 	 21.1813974987 	 20.815225197
0.52 	 0.01 	 359.24 	 357.46 	 18.9573837857 	 18.885137013
0.53 	 0.01 	 355.86 	 354.26 	 18.0033441338 	 17.6893301173
0.54 	 0.01 	 341.22 	 339.66 	 17.5684831445 	 17.6313470841
0.55 	 0.01 	 340.7 	 339.04 	 19.7233364318 	 19.3958346044
0.56 	 0.01 	 324.48 	 322.72 	 16.1595049429 	 16.270267361
0.57 	 0.01 	 321.28 	 319.68 	 18.2373682312 	 18.6520132962
0.58 	 0.01 	 316.86 	 314.96 	 19.7676604584 	 19.7422997647
0.59 	 0.01 	 315.24 	 313.6 	 17.9950659904 	 18.1714061096
0.6 	 0.01 	 310.58 	 309.36 	 18.742561191 	 18.8931310269
0.61 	 0.01 	 301.8 	 300.26 	 19.1300810244 	 19.1779143809
0.62 	 0.01 	 299.18 	 297.78 	 18.6007419207 	 18.5647946393
0.63 	 0.01 	 295.46 	 293.92 	 16.3501804271 	 16.0994906752
0.64 	 0.01 	 292.34 	 291.26 	 18.2226342772 	 18.2184631624
0.65 	 0.01 	 287.98 	 286.66 	 15.4265874386 	 15.2192115433
0.66 	 0.01 	 285.96 	 284.22 	 14.8646695221 	 14.8731839228
0.67 	 0.01 	 284.58 	 282.92 	 15.6564236018 	 15.8364642518
0.68 	 0.01 	 281.46 	 280.06 	 15.9238311973 	 16.1708503178
0.69 	 0.01 	 281.14 	 279.42 	 17.6861640838 	 17.5192351431
0.7 	 0.01 	 275.92 	 274.52 	 18.0353430796 	 17.9290155893
0.71 	 0.01 	 275.62 	 274.14 	 14.4081782332 	 14.2450131625
0.72 	 0.01 	 271.12 	 269.92 	 15.0301563531 	 14.7591869695
0.73 	 0.01 	 266.78 	 265.36 	 16.865692989 	 16.8626925489
0.74 	 0.01 	 266.24 	 265.0 	 12.8086845538 	 12.7106254763
0.75 	 0.01 	 264.08 	 262.6 	 16.5720728939 	 16.2923294835
0.76 	 0.01 	 259.82 	 258.54 	 16.634530351 	 16.8833764396
