time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
0.0585 	 0.000499999999999997 	 2179.3433333333332 	 2171.8166666666666 	 43.17922481420383 	 43.04992902304125
