time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
-0.05 	 0.005 	 5.12 	 4.98 	 2.18760142622 	 2.26706859182
-0.045 	 0.005 	 5.24 	 5.14 	 2.08384260442 	 2.12612323255
-0.04 	 0.005 	 4.94 	 4.82 	 2.07277591649 	 2.08508992612
-0.035 	 0.005 	 5.42 	 5.28 	 2.18256729564 	 2.15443728152
-0.03 	 0.005 	 6.84 	 6.7 	 2.05290038726 	 2.06155281281
-0.025 	 0.005 	 8.02 	 7.88 	 2.72389427108 	 2.56624238918
-0.02 	 0.005 	 10.24 	 10.08 	 2.98368899184 	 2.83436059809
-0.015 	 0.005 	 12.04 	 11.82 	 3.58864877078 	 3.6149135536
-0.01 	 0.005 	 16.5 	 16.26 	 3.34813380856 	 3.4164894263
-0.005 	 0.005 	 18.56 	 18.28 	 4.98862706564 	 4.80849248726
0.0 	 0.003 	 27.56 	 27.24 	 4.72931284649 	 4.81896254395
0.001 	 0.001 	 29.3 	 28.9 	 4.15812457726 	 4.05585995813
0.002 	 0.001 	 30.72 	 30.32 	 5.09132595696 	 5.15534673907
0.003 	 0.001 	 32.22 	 31.84 	 5.27367044856 	 5.36790461912
0.004 	 0.001 	 36.2 	 35.8 	 5.52086949674 	 5.40740233384
0.005 	 0.001 	 39.34 	 38.74 	 7.01315905994 	 6.82
0.006 	 0.001 	 40.38 	 39.96 	 6.14781261914 	 6.14153075381
0.007 	 0.001 	 45.06 	 44.54 	 6.92649983758 	 6.82410433683
0.008 	 0.001 	 46.92 	 46.1 	 6.73747727269 	 6.61588996281
0.009 	 0.001 	 52.32 	 51.52 	 6.68562637305 	 6.66105096813
0.01 	 0.001 	 56.26 	 55.58 	 8.69668902514 	 8.70652628779
0.011 	 0.001 	 62.44 	 61.76 	 6.96895975021 	 7.01301646939
0.012 	 0.001 	 70.84 	 69.94 	 8.28338095224 	 8.11026510048
0.013 	 0.001 	 76.18 	 75.52 	 9.46929775643 	 9.40263792773
0.014 	 0.001 	 81.54 	 80.6 	 10.2356436046 	 10.278132126
0.015 	 0.001 	 93.56 	 92.14 	 10.087933386 	 9.94386242865
0.016 	 0.001 	 103.3 	 102.16 	 10.1098961419 	 9.78030674366
0.017 	 0.001 	 114.36 	 112.9 	 8.99946665086 	 8.8323269867
0.018 	 0.001 	 135.14 	 133.86 	 14.7214265613 	 14.7282178148
0.019 	 0.001 	 165.08 	 163.1 	 11.4818813789 	 11.6211014968
0.02 	 0.001 	 200.46 	 198.24 	 14.5275049475 	 14.2794397649
0.021 	 0.001 	 256.0 	 253.82 	 16.1802348561 	 15.8753771609
