time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
-0.05 	 0.0050000000000000044 	 31.486666666666668 	 31.144666666666666 	 5.673372502802505 	 5.636879002505632
-0.045 	 0.005000000000000001 	 31.592666666666666 	 31.288 	 5.4596776054594605 	 5.438846936621769
-0.04 	 0.0049999999999999975 	 29.453333333333333 	 29.156 	 5.438733512705161 	 5.399968888799267
-0.035 	 0.005000000000000001 	 27.48 	 27.152666666666665 	 5.35028971178197 	 5.303083337916621
-0.03 	 0.005000000000000001 	 25.280666666666665 	 24.944666666666667 	 5.028640593860554 	 5.000960396652716
-0.025 	 0.004999999999999999 	 22.22 	 21.884 	 4.635615744788748 	 4.6465626004606895
-0.02 	 0.005000000000000001 	 19.34 	 19.037333333333333 	 4.358791881550054 	 4.324805146541928
-0.015 	 0.005 	 16.774 	 16.482666666666667 	 4.007358731134511 	 3.990534578502262
-0.01 	 0.004999999999999999 	 15.482 	 15.204666666666666 	 3.9449980143636747 	 3.923957809264632
-0.005 	 0.005 	 16.006 	 15.694666666666667 	 4.062425055718977 	 4.027584663569746
0.0 	 0.003 	 19.58 	 19.294 	 4.393737968214915 	 4.35471744203915
0.001 	 0.001 	 20.786 	 20.472 	 4.532130183478846 	 4.480314274691007
0.002 	 0.001 	 22.374 	 22.009333333333334 	 4.742515928632537 	 4.687562929947951
0.003 	 0.001 	 24.162666666666667 	 23.818666666666665 	 4.8692442489112775 	 4.83657436162782
0.004 	 0.001 	 26.136 	 25.762666666666668 	 5.017320400373091 	 4.958730303436781
0.005 	 0.001 	 28.462 	 28.087333333333333 	 5.428372008868466 	 5.376588716111938
0.006 	 0.001 	 31.464 	 31.029333333333334 	 5.515496713805566 	 5.462765437232521
0.007 	 0.001 	 34.92733333333333 	 34.455333333333336 	 5.965963422244186 	 5.9336333632007365
0.008 	 0.0009999999999999996 	 38.967333333333336 	 38.443333333333335 	 6.334108689380763 	 6.275464568902891
0.009 	 0.001 	 43.56733333333333 	 42.98466666666667 	 6.6561349812702035 	 6.647137094686371
0.01 	 0.001 	 49.12866666666667 	 48.51133333333333 	 7.216285625044385 	 7.174993952765551
0.011 	 0.001 	 55.47666666666667 	 54.758 	 7.455475988977647 	 7.401223052081775
0.012 	 0.001 	 62.894 	 62.052 	 7.857317014520076 	 7.811612893634707
0.013 	 0.001 	 71.15266666666666 	 70.26933333333334 	 8.701189165216952 	 8.622651925145895
0.014 	 0.001 	 82.08466666666666 	 81.124 	 8.996008275279035 	 8.898948851783938
0.015 	 0.001 	 95.3 	 94.19666666666667 	 9.596909224675759 	 9.543409011226311
0.016 	 0.0010000000000000009 	 115.47133333333333 	 114.24333333333334 	 10.672636891706858 	 10.600068658058568
0.017 	 0.0009999999999999992 	 143.77933333333334 	 142.34266666666667 	 11.88848068042712 	 11.85439072898964
0.018 	 0.0009999999999999992 	 187.49666666666667 	 185.78466666666668 	 13.944532580509424 	 13.87615334145438
0.019 	 0.0010000000000000009 	 249.71533333333332 	 247.70933333333332 	 15.857436685108416 	 15.83361970267345
0.02 	 0.0010000000000000009 	 332.15933333333334 	 329.7133333333333 	 17.94972459089244 	 17.821461468939322
0.021 	 0.0009999999999999992 	 436.916 	 433.94866666666667 	 21.632589858821802 	 21.60847129149944
0.022 	 0.0009999999999999992 	 559.1306666666667 	 555.5966666666667 	 23.32752864940667 	 23.24175815686546
