time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
1.0 	 0.030000000000000027 	 212.28 	 211.28 	 14.401444372006582 	 14.067039489530126
1.05 	 0.050000000000000044 	 209.5 	 208.08 	 15.36522046701576 	 15.585685740447866
1.1 	 0.04999999999999993 	 198.78 	 197.68 	 14.198999964786253 	 14.074714917183936
1.15 	 0.04999999999999993 	 192.92 	 192.0 	 12.87608636193467 	 12.709051892253804
1.2 	 0.050000000000000044 	 188.58 	 187.28 	 11.33682495234005 	 11.47700309314239
1.25 	 0.050000000000000044 	 183.24 	 182.5 	 15.104383469708388 	 15.12778899905733
1.3 	 0.050000000000000044 	 176.82 	 175.7 	 12.075909903605607 	 11.918473056562238
1.35 	 0.04999999999999993 	 174.4 	 173.44 	 13.87083270751976 	 13.634016282812633
1.4 	 0.04999999999999993 	 168.58 	 167.7 	 13.508649081236806 	 13.383945606584032
1.45 	 0.050000000000000044 	 163.08 	 162.18 	 11.951301184389923 	 12.032771916728082
1.5 	 0.050000000000000044 	 161.96 	 160.78 	 10.855339699889637 	 10.870676151923577
1.55 	 0.050000000000000044 	 156.98 	 156.18 	 12.397564276905364 	 12.516692853945086
1.6 	 0.04999999999999993 	 151.16 	 150.32 	 11.337301266174416 	 11.448039133406208
1.65 	 0.04999999999999993 	 152.0 	 151.02 	 12.884098726725126 	 12.75851088489562
1.7 	 0.050000000000000044 	 148.38 	 147.66 	 13.489091889374913 	 13.345576046016149
1.75 	 0.050000000000000044 	 144.76 	 143.78 	 10.873012462054847 	 10.630691416836441
1.8 	 0.050000000000000044 	 140.84 	 139.94 	 12.295299915008174 	 12.002349769940885
1.85 	 0.04999999999999993 	 140.86 	 140.08 	 13.19849991476304 	 13.278313145878132
1.9 	 0.04999999999999993 	 134.5 	 133.66 	 11.995415791042843 	 11.982670820814532
1.95 	 0.050000000000000044 	 132.64 	 131.82 	 10.869701007847455 	 10.963010535432318
2.0 	 0.04999999999999993 	 134.26 	 133.32 	 10.213344212352778 	 10.143845424689792
2.05 	 0.050000000000000044 	 129.56 	 128.88 	 10.066101529390611 	 9.924998740554077
2.1 	 0.050000000000000044 	 128.54 	 127.7 	 9.402574115634506 	 9.274157643689264
2.15 	 0.050000000000000044 	 124.7 	 124.0 	 9.714422267947796 	 9.793875637356235
2.2 	 0.050000000000000044 	 122.64 	 121.9 	 12.471984605506856 	 12.525573839150045
