time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
0.4 	 0.0050000000000000044 	 357.22333333333336 	 355.29333333333335 	 17.110818864748182 	 17.064601437543807
0.405 	 0.004999999999999977 	 350.78333333333336 	 348.92 	 19.810848599245368 	 19.74791803372362
0.41 	 0.004999999999999977 	 346.77666666666664 	 345.02 	 17.460625863798686 	 17.429656718746163
0.415 	 0.0050000000000000044 	 344.86333333333334 	 343.0 	 19.33161457877283 	 19.329942231332886
0.42 	 0.0050000000000000044 	 340.9033333333333 	 339.16 	 17.11395109909521 	 17.07125459166178
0.425 	 0.0050000000000000044 	 336.18666666666667 	 334.38 	 19.116794245433052 	 19.027758669901193
0.43 	 0.0050000000000000044 	 333.3433333333333 	 331.64666666666665 	 17.712484925109244 	 17.619359302262446
0.435 	 0.0050000000000000044 	 332.3933333333333 	 330.63666666666666 	 17.6710296499352 	 17.626249049515767
0.44 	 0.0050000000000000044 	 328.0133333333333 	 326.26666666666665 	 19.531167115379688 	 19.520132057841092
0.445 	 0.0050000000000000044 	 324.95 	 323.12 	 17.52847683057487 	 17.524999286733223
0.45 	 0.0050000000000000044 	 320.1933333333333 	 318.5966666666667 	 17.566899429197957 	 17.49077820516349
0.455 	 0.0050000000000000044 	 316.48333333333335 	 314.7366666666667 	 18.862212371711742 	 18.82340711867954
0.46 	 0.0050000000000000044 	 313.22 	 311.6433333333333 	 18.33752800497748 	 18.32328542835288
0.465 	 0.004999999999999977 	 309.52666666666664 	 308.02666666666664 	 16.497554027457795 	 16.48168545857964
0.47 	 0.004999999999999977 	 307.33666666666664 	 305.75 	 18.788205224436833 	 18.666748511725334
0.475 	 0.0050000000000000044 	 305.85333333333335 	 304.23 	 17.837558378009277 	 17.800480330597825
0.48 	 0.0050000000000000044 	 304.75666666666666 	 303.06666666666666 	 19.093213163029652 	 19.043167336927496
0.485 	 0.0050000000000000044 	 300.6433333333333 	 298.94666666666666 	 17.81187213318378 	 17.755482408415592
0.49 	 0.0050000000000000044 	 299.67 	 298.0966666666667 	 16.685955171940265 	 16.68334465534081
0.495 	 0.0050000000000000044 	 295.4433333333333 	 293.76666666666665 	 17.655031073952326 	 17.70401712104409
0.5 	 0.007500000000000007 	 294.55333333333334 	 292.93 	 17.112582764997484 	 17.002306706248223
0.51 	 0.010000000000000009 	 288.66 	 287.08666666666664 	 18.087133548464774 	 18.047691141959284
0.52 	 0.010000000000000009 	 282.23333333333335 	 280.76666666666665 	 16.39651046886366 	 16.351316630643403
0.53 	 0.010000000000000009 	 277.3333333333333 	 275.82 	 16.17123646753361 	 16.26758330750658
0.54 	 0.010000000000000009 	 274.48333333333335 	 272.99333333333334 	 16.4714820894242 	 16.639109217610045
0.55 	 0.010000000000000009 	 269.41333333333336 	 268.03333333333336 	 16.210361569756 	 16.247632306140964
0.56 	 0.009999999999999953 	 266.4033333333333 	 265.02666666666664 	 15.65462622428981 	 15.709634694104832
0.57 	 0.009999999999999953 	 262.69 	 261.37 	 17.14061161880365 	 17.131640318428353
0.58 	 0.010000000000000009 	 258.87666666666667 	 257.4533333333333 	 16.77204386935461 	 16.754337415195568
0.59 	 0.010000000000000009 	 257.1566666666667 	 255.81 	 15.34466646391797 	 15.424673956575766
