time  	 	 mean eVth 	 	 stdev eVth 
 	 50 	 100 	 50 	 100 
1.4800000000000002 	 0.010000000000000009 	 414.628 	 413.582 	 19.993039188677646 	 19.920724786011178
1.4900000000000002 	 0.010000000000000009 	 412.444 	 411.388 	 20.194327520370663 	 20.121169349717228
1.5000000000000002 	 0.010000000000000009 	 407.536 	 406.484 	 19.62591918866477 	 19.59555418966251
1.5100000000000002 	 0.009999999999999898 	 403.004 	 401.944 	 20.548673533831813 	 20.52941460441578
1.52 	 0.009999999999999898 	 398.202 	 397.166 	 19.58390144991544 	 19.484928637282714
1.53 	 0.010000000000000009 	 395.262 	 394.326 	 19.076198677933714 	 19.089780616864093
1.54 	 0.010000000000000009 	 387.878 	 386.852 	 20.31342206522574 	 20.29034489603368
1.55 	 0.010000000000000009 	 381.628 	 380.62 	 19.811552589335346 	 19.802312996213345
1.56 	 0.010000000000000009 	 375.95 	 374.926 	 18.8537396820896 	 18.860024496272533
1.57 	 0.010000000000000009 	 372.03 	 371.114 	 19.897766206285567 	 19.844621538341315
1.58 	 0.010000000000000009 	 365.282 	 364.318 	 18.397893248956525 	 18.319085020819134
1.59 	 0.010000000000000009 	 359.956 	 359.004 	 19.814087513685813 	 19.717098772385352
1.6 	 0.010000000000000009 	 355.776 	 354.836 	 18.33537084435436 	 18.2843404037444
1.61 	 0.010000000000000009 	 349.37 	 348.424 	 19.145472049547383 	 19.079942976853992
1.62 	 0.010000000000000009 	 342.938 	 342.026 	 18.525608114175363 	 18.481810625585364
1.6300000000000001 	 0.010000000000000009 	 339.992 	 339.0 	 18.75846305004757 	 18.682933388523335
1.6400000000000001 	 0.010000000000000009 	 332.216 	 331.33 	 18.293970154124555 	 18.288933812554518
1.6500000000000001 	 0.010000000000000009 	 326.442 	 325.56 	 17.92368924077853 	 17.835873962326602
1.6600000000000001 	 0.010000000000000009 	 322.196 	 321.388 	 18.85337062702582 	 18.83776674661835
1.6700000000000002 	 0.010000000000000009 	 315.532 	 314.71 	 17.95218582791522 	 18.02669964247477
1.6800000000000002 	 0.010000000000000009 	 309.346 	 308.59 	 18.352173822193382 	 18.338208745676337
1.6900000000000002 	 0.010000000000000009 	 304.476 	 303.666 	 16.9520920242901 	 16.927800920379468
1.7000000000000002 	 0.010000000000000009 	 300.356 	 299.56 	 17.356994670737212 	 17.341810747439265
1.7100000000000002 	 0.010000000000000009 	 295.522 	 294.686 	 17.281131791639112 	 17.25362002595397
1.7200000000000002 	 0.010000000000000009 	 289.014 	 288.224 	 16.061811977482492 	 16.055710012328948
1.7300000000000002 	 0.010000000000000009 	 284.256 	 283.412 	 16.746177593707767 	 16.687907478171134
